city,locality,zone,latitude,longitude,price_per_sqft,monthly_rent,maintenance_cost,safety_score,crime_rate,pollution_index,noise_level,hospital_distance_km,school_distance_km,college_distance_km,metro_distance_km,bus_stop_distance_km,road_connectivity_score,green_space_score,shopping_mall_distance_km,internet_speed_mbps,water_availability_score,power_backup
Mumbai,Navi Mumbai,South,26.442,75.8294,6643,75091,6099,8.5,5.3,240,5.9,5.0,3.4,5.15,4.31,1.02,7.7,8.7,3.7,131,8.8,Yes
Mumbai,Bandra East,North,23.7282,73.2491,4757,69231,5327,9.2,1.7,144,4.2,3.45,4.18,2.44,5.02,0.51,8.2,9.0,3.39,282,6.2,Yes
Mumbai,Powai,West,15.0821,72.9972,7382,41748,5181,6.9,1.0,191,3.3,1.17,3.54,6.64,3.02,1.09,6.6,8.2,1.52,143,8.5,No
Mumbai,Bandra East,East,18.0561,75.4645,8707,68498,3981,7.7,5.2,188,6.5,2.37,0.5,4.99,3.61,0.11,8.9,8.2,5.81,97,6.1,Yes
Mumbai,Borivali,South,20.9417,79.1871,12220,82523,5457,7.1,2.9,233,5.5,3.46,2.68,2.68,2.37,0.53,6.4,5.9,0.96,122,9.4,Yes
Mumbai,Navi Mumbai,West,25.9479,73.1792,10153,64964,1615,7.1,3.6,209,3.6,2.16,2.48,5.62,3.28,0.47,7.7,6.8,5.13,86,7.0,Yes
Mumbai,Navi Mumbai,East,24.1285,77.2762,14680,61164,3390,8.2,1.4,228,5.0,5.31,4.08,1.73,2.93,0.41,9.1,6.8,4.04,81,7.2,Yes
Mumbai,Bandra East,South,20.1949,76.1671,7345,76026,6250,8.8,3.6,216,5.8,0.57,0.32,4.8,4.44,0.45,8.3,5.2,5.59,137,6.7,No
Mumbai,Powai,South,22.0418,76.0325,7229,57022,1918,7.5,2.3,258,5.7,4.77,3.86,3.45,1.49,0.42,7.5,7.0,3.39,252,6.7,No
Mumbai,Navi Mumbai,East,28.1235,79.8288,12760,64012,6199,7.2,5.2,157,4.8,4.31,1.71,3.4,5.19,0.25,9.1,7.4,3.56,117,6.9,Yes
Mumbai,Andheri West,East,19.7775,79.8627,15965,27542,5879,8.6,5.1,149,5.3,3.44,3.2,4.91,5.07,1.12,8.7,7.9,4.67,247,9.1,No
Mumbai,Bandra East,Central,22.0038,78.8868,8909,33633,1868,7.3,1.0,193,5.4,2.6,0.85,6.18,0.95,1.19,7.5,6.7,1.06,163,8.2,No
Mumbai,Borivali,West,23.9195,74.0562,15433,45513,4583,7.2,2.9,220,5.6,3.91,3.18,4.42,2.76,0.14,6.4,5.4,5.97,179,7.4,Yes
Mumbai,Powai,North,20.1395,76.5052,5996,34141,1751,7.9,1.7,168,3.7,5.3,1.07,2.54,5.44,0.48,8.7,6.1,5.92,155,6.6,Yes
Mumbai,Bandra East,East,20.909,74.5543,7382,22250,5910,8.7,1.2,238,6.6,4.12,1.47,6.48,5.12,0.85,6.9,4.7,5.35,151,7.6,Yes
Mumbai,Borivali,East,23.0239,77.1301,14375,32746,5471,8.9,1.7,246,5.9,2.58,3.32,2.74,1.36,0.72,6.7,8.9,3.94,91,8.0,Yes
Mumbai,Bandra East,West,26.6913,79.5981,14486,82868,5178,7.9,4.7,190,7.2,2.87,2.9,4.72,3.18,0.57,8.7,7.6,2.54,211,6.8,Yes
Mumbai,Borivali,North,26.5639,74.1754,5441,85283,5315,7.0,3.6,171,5.2,4.51,3.82,5.35,4.86,0.67,8.6,4.7,5.13,117,9.0,No
Mumbai,Navi Mumbai,Central,16.2146,75.4587,6604,44604,2822,8.1,4.7,187,6.3,3.71,3.09,3.01,1.93,0.13,6.1,5.5,3.21,88,8.9,Yes
Mumbai,Borivali,South,18.3263,79.2225,9189,30472,2629,8.6,5.3,208,4.3,4.21,1.78,5.99,2.76,1.09,8.3,7.6,3.76,220,7.1,No
Mumbai,Borivali,South,16.1546,74.4863,4808,41901,2442,9.2,2.3,180,3.6,0.79,1.69,3.51,4.98,0.19,8.1,6.3,5.52,160,7.7,Yes
Mumbai,Bandra East,West,16.959,73.2104,14182,65997,4157,7.7,1.7,186,3.4,2.62,2.16,4.79,0.59,0.75,6.4,5.8,3.09,259,7.8,No
Mumbai,Andheri West,Central,17.6741,76.2895,6562,20855,2850,9.5,1.4,125,7.4,5.5,2.46,6.79,3.34,0.67,7.9,6.5,1.82,190,7.9,No
Mumbai,Andheri West,North,28.547,80.0495,14879,71244,6236,9.2,2.7,230,5.4,1.42,4.06,1.08,2.39,1.29,7.0,5.5,1.43,199,9.4,Yes
Mumbai,Bandra East,West,16.6838,73.517,8750,79857,3340,6.7,3.8,214,6.2,1.33,2.02,1.63,3.77,0.26,7.1,6.7,4.31,192,6.7,Yes
Mumbai,Powai,South,14.126,74.205,13302,30387,2941,7.2,2.2,143,6.4,2.46,0.83,6.19,3.49,1.11,6.1,7.3,4.28,230,8.3,Yes
Mumbai,Bandra East,East,13.8618,74.6541,14852,23505,3244,7.2,1.5,143,6.4,5.61,2.59,2.01,2.62,0.12,6.6,8.3,1.2,197,6.9,Yes
Mumbai,Andheri West,North,28.2713,73.9686,12890,47816,6222,8.2,4.6,201,3.3,1.74,3.97,2.1,4.5,1.01,8.9,8.2,1.26,284,6.2,Yes
Mumbai,Powai,East,21.2591,76.7972,6977,85361,2045,9.3,5.1,215,6.2,5.15,3.83,2.93,5.16,1.4,6.2,4.8,3.32,90,7.8,No
Mumbai,Borivali,South,25.1639,79.3957,13550,77754,3436,7.7,3.8,143,3.6,3.67,3.43,4.42,4.69,0.35,8.3,8.0,3.19,63,8.5,Yes
Mumbai,Borivali,South,22.1686,80.0956,13985,64829,3805,8.2,1.6,165,3.0,1.38,1.48,4.09,2.29,0.37,9.2,6.1,5.43,110,7.8,Yes
Mumbai,Navi Mumbai,North,13.8296,75.8052,10302,38205,4441,7.4,3.0,207,6.7,4.42,4.22,2.69,1.15,0.5,7.3,7.8,3.18,214,9.1,Yes
Mumbai,Andheri West,North,15.0696,76.0925,11106,36672,5972,6.6,3.7,232,3.3,4.16,0.92,6.78,4.98,0.94,6.2,6.9,0.58,105,7.5,No
Mumbai,Borivali,North,20.138,77.9354,12618,76050,5055,6.6,1.3,139,3.8,0.89,0.78,4.47,2.7,1.15,7.5,9.0,3.45,192,9.1,Yes
Mumbai,Borivali,Central,17.2276,78.707,7377,69743,2316,8.1,5.2,143,3.2,5.92,0.92,6.22,3.87,1.02,7.9,6.6,5.95,107,8.8,No
Mumbai,Borivali,North,18.7464,79.0261,11048,88702,3297,8.9,1.3,218,6.7,4.05,3.84,2.92,5.43,1.45,8.5,8.7,2.89,286,8.5,Yes
Mumbai,Powai,West,14.747,78.3925,9174,85306,6136,7.1,2.0,235,4.7,3.85,1.38,2.61,1.7,1.42,6.8,8.1,3.28,147,8.8,Yes
Mumbai,Bandra East,North,28.1858,76.428,4573,81836,5912,8.0,4.0,194,7.0,2.63,1.71,3.59,5.39,0.5,7.9,7.3,0.74,198,7.6,No
Mumbai,Powai,West,20.2803,75.0238,8352,31658,4404,9.4,4.2,130,6.3,5.03,3.76,3.31,1.72,0.33,6.7,5.4,1.22,205,8.2,Yes
Mumbai,Navi Mumbai,East,22.6788,76.71,9488,86849,5606,8.7,1.4,137,4.2,5.98,0.52,2.46,0.84,0.52,7.2,5.3,4.71,121,6.3,Yes
Mumbai,Andheri West,East,15.2612,75.0373,12094,26011,1922,8.6,2.1,176,3.8,5.26,1.19,6.76,0.38,0.48,7.9,7.4,2.91,127,8.2,Yes
Mumbai,Borivali,East,13.6582,75.1714,6574,87467,4443,7.4,5.3,220,4.3,1.53,3.86,7.0,1.79,0.72,9.4,6.7,2.87,113,8.5,Yes
Mumbai,Powai,North,24.1329,75.7846,11496,65890,5250,6.7,2.9,182,5.4,2.74,0.44,3.06,3.15,0.91,7.5,6.6,4.13,140,8.8,No
Mumbai,Navi Mumbai,Central,18.4903,80.1902,15639,20487,2775,7.5,3.5,180,4.2,4.91,2.7,3.93,3.25,1.06,6.6,4.6,3.27,113,7.6,Yes
Mumbai,Borivali,Central,22.4429,77.5476,10289,25014,5821,8.5,3.0,136,4.9,4.12,4.06,4.58,4.76,1.3,9.0,4.9,3.92,102,8.1,Yes
Mumbai,Andheri West,West,13.8365,75.1428,5647,53909,2314,9.2,5.4,187,4.5,5.99,3.05,6.6,0.22,0.32,7.0,5.6,5.63,201,7.9,Yes
Mumbai,Andheri West,Central,14.8314,79.4345,12504,80006,5716,8.7,3.2,127,4.4,4.88,0.64,4.86,0.62,0.2,6.9,6.2,1.54,194,8.1,Yes
Mumbai,Powai,North,24.8148,79.1839,8959,41289,1976,6.8,5.1,256,3.8,3.21,3.27,5.1,2.77,1.24,7.2,8.2,0.7,77,9.3,Yes
Mumbai,Andheri West,West,23.2628,77.241,12141,28251,2465,9.3,5.2,133,4.1,5.97,3.56,3.22,1.36,1.18,7.8,7.8,3.45,208,6.4,No
Mumbai,Borivali,Central,16.2298,75.5387,15573,77572,3009,7.6,3.1,125,3.1,1.05,4.18,5.41,3.16,0.67,9.2,7.4,1.88,116,8.6,No
Mumbai,Andheri West,West,28.2237,79.9582,6778,21677,2947,8.0,5.1,145,3.0,2.37,2.75,3.69,5.33,1.31,6.4,6.3,2.72,71,6.0,No
Mumbai,Navi Mumbai,Central,16.0067,80.1135,7606,81719,3754,9.2,1.6,168,6.7,4.27,1.19,4.1,3.55,0.54,8.7,8.7,4.2,176,7.4,No
Mumbai,Andheri West,North,26.0119,75.7106,7602,51772,1710,8.1,2.8,257,4.9,4.8,1.65,1.74,5.06,0.31,6.4,5.7,4.44,144,7.6,Yes
Mumbai,Bandra East,South,17.3983,73.5233,4834,25266,3661,7.6,2.6,150,6.3,5.73,0.55,3.55,3.64,0.92,6.5,5.9,3.2,137,7.8,Yes
Mumbai,Andheri West,West,20.2732,73.7052,13921,67884,4406,8.8,4.2,153,5.7,4.68,1.38,5.45,0.35,0.19,7.1,7.2,0.52,104,7.1,Yes
Mumbai,Borivali,East,20.486,74.9156,14268,49710,2837,8.1,4.1,205,4.7,2.3,3.53,6.88,5.22,1.15,6.5,5.9,1.88,197,6.4,No
Mumbai,Bandra East,East,16.6708,73.1683,14559,47491,4156,8.0,1.0,154,5.8,1.64,2.78,6.45,1.11,0.36,7.3,6.5,2.72,109,8.5,No
Mumbai,Borivali,East,25.7668,74.2394,4814,77338,4323,7.9,1.0,146,5.6,4.22,1.08,2.28,0.43,1.0,6.1,8.8,3.16,239,7.4,Yes
Mumbai,Powai,Central,21.5539,76.4558,9738,44065,5515,8.8,4.4,156,3.8,5.89,2.72,2.29,2.94,1.11,6.1,8.2,0.89,60,8.4,No
Mumbai,Bandra East,South,13.3454,75.1851,6783,71467,3176,8.9,4.7,172,3.7,3.58,0.86,6.59,4.02,0.26,7.2,7.5,2.49,102,8.4,Yes
Mumbai,Andheri West,West,23.5875,75.3293,15134,70125,3615,7.3,5.1,146,6.5,2.99,0.95,1.15,3.53,0.55,9.3,8.6,2.91,90,9.2,No
Mumbai,Bandra East,Central,19.8686,76.2431,13596,28622,1531,8.0,1.6,146,3.0,5.58,0.71,4.69,3.5,1.3,8.8,5.8,1.5,298,9.5,Yes
Mumbai,Andheri West,East,24.8193,79.1597,12777,62343,4735,7.1,5.0,234,6.3,3.51,0.79,1.24,1.95,1.42,9.4,7.9,1.14,253,8.4,Yes
Mumbai,Navi Mumbai,West,25.7492,77.5916,9892,35208,1701,8.3,2.1,149,5.2,0.85,1.04,5.71,3.87,1.28,8.9,8.0,3.74,145,9.0,Yes
Mumbai,Navi Mumbai,North,25.8106,77.5977,11113,75293,2528,8.2,5.4,207,6.3,5.44,1.52,1.01,2.77,0.27,7.2,7.3,2.5,260,8.2,No
Mumbai,Andheri West,Central,18.2839,76.2875,7215,48291,2545,6.7,3.9,123,6.5,5.53,2.9,2.84,2.84,1.18,6.6,8.0,1.49,150,7.4,Yes
Mumbai,Andheri West,Central,17.4667,78.5923,11627,80660,2711,6.7,3.3,124,4.8,2.98,2.54,5.06,3.33,1.03,8.4,4.7,1.17,108,8.5,Yes
Mumbai,Borivali,South,27.0075,74.1021,4983,33918,4452,9.3,4.4,154,5.6,1.62,0.34,4.58,2.11,0.14,9.4,9.0,5.54,273,8.0,No
Mumbai,Navi Mumbai,North,15.5975,74.5837,4906,22490,3377,6.6,2.8,125,5.4,5.69,2.42,5.16,3.45,1.15,9.1,5.6,3.46,128,8.5,Yes
Mumbai,Borivali,South,28.4933,77.5666,12110,50270,4472,7.1,3.7,125,6.9,4.22,2.96,6.64,2.44,0.24,7.2,4.8,0.83,282,6.7,No
Mumbai,Navi Mumbai,East,20.5391,78.0099,12729,46085,5972,8.8,1.1,258,5.4,5.05,3.43,6.13,2.97,0.45,6.7,5.0,4.43,195,9.1,Yes
Mumbai,Andheri West,South,14.8303,79.3225,13454,50438,5261,7.3,4.9,192,7.1,1.48,3.82,5.63,2.06,0.39,6.4,7.5,5.14,105,7.2,No
Mumbai,Andheri West,North,15.5781,79.7373,13583,34563,1998,7.5,3.2,217,5.4,1.03,0.67,5.11,0.38,0.27,7.6,6.6,3.85,207,9.1,No
Mumbai,Powai,Central,15.6227,76.4721,5591,24576,4422,6.8,3.6,195,6.9,5.31,3.75,2.01,3.99,0.18,8.9,6.3,2.98,72,9.5,Yes
Mumbai,Borivali,West,21.2764,80.0998,8198,35305,6236,8.7,4.4,155,5.3,5.21,1.15,1.18,2.99,0.87,6.2,5.6,1.37,215,6.7,Yes
Mumbai,Navi Mumbai,Central,28.582,75.1117,8926,28387,2070,8.6,5.3,155,6.9,1.69,0.71,3.65,0.39,1.09,6.0,8.4,4.01,87,9.4,Yes
Mumbai,Navi Mumbai,East,21.0706,73.7342,10949,18889,3359,7.0,5.4,187,7.2,0.56,1.03,4.8,3.22,0.78,8.0,5.6,1.4,295,7.8,Yes
Mumbai,Andheri West,North,27.1237,75.4367,9263,23287,3174,7.8,5.5,156,4.7,1.67,0.94,1.65,1.22,0.79,9.3,7.2,1.8,215,9.1,No
Mumbai,Borivali,Central,13.9693,75.3554,14391,86642,2304,8.3,1.5,150,4.6,5.6,1.23,2.42,3.38,1.24,7.1,7.5,2.14,167,6.6,No
Mumbai,Andheri West,East,20.2985,76.3783,5454,49675,3867,7.2,1.2,233,6.3,3.31,4.23,2.46,1.12,0.8,8.3,8.0,4.55,227,8.0,Yes
Mumbai,Navi Mumbai,Central,26.082,74.4479,9863,57472,3352,8.8,4.1,223,4.3,5.02,4.33,3.48,4.81,1.1,7.0,6.9,0.78,151,7.6,Yes
Mumbai,Powai,Central,22.0212,79.3715,5851,30461,5312,8.7,3.9,255,3.4,2.21,1.38,6.07,1.08,1.31,7.8,8.7,3.36,237,9.5,Yes
Mumbai,Navi Mumbai,West,21.7701,74.3135,7701,45287,3184,9.0,3.2,141,4.3,2.95,3.02,1.38,1.89,0.53,8.3,6.4,0.85,194,9.3,Yes
Mumbai,Borivali,Central,20.3644,79.6728,10970,27330,3766,7.4,2.5,179,5.0,3.21,0.89,4.49,5.34,0.81,9.2,7.1,0.9,78,7.0,Yes
Mumbai,Navi Mumbai,South,17.8202,75.0949,5648,85762,5847,7.6,1.9,173,6.5,3.82,2.98,3.97,5.31,1.28,7.6,8.5,5.27,139,8.8,No
Mumbai,Borivali,North,19.7986,78.362,11026,18901,5859,8.1,4.3,145,6.4,3.31,0.64,2.58,5.03,0.39,7.3,6.2,0.98,119,7.7,Yes
Mumbai,Andheri West,East,14.8434,79.5241,7807,48534,4208,7.0,1.0,165,7.1,2.62,1.23,6.46,0.82,0.39,8.3,8.0,3.66,153,6.7,Yes
Mumbai,Powai,North,28.3237,73.2271,8059,87475,6030,8.1,2.6,203,6.6,5.1,0.56,6.52,0.27,0.41,8.6,5.1,2.92,188,8.8,Yes
Mumbai,Bandra East,South,16.5144,74.8553,12086,45018,4165,7.3,2.6,136,5.1,1.47,3.36,5.12,0.63,0.61,9.1,7.1,5.89,146,7.3,No
Mumbai,Bandra East,West,23.3833,77.0058,12823,70286,1684,8.4,3.3,172,6.9,5.73,3.34,4.83,3.09,1.24,6.5,8.5,4.5,187,6.9,No
Mumbai,Andheri West,South,21.3191,74.8745,6623,56083,2737,6.5,1.2,210,4.9,2.53,1.25,3.01,5.24,0.23,6.6,7.5,5.95,211,7.3,Yes
Mumbai,Powai,East,17.2263,72.7143,5628,74174,1776,9.3,1.6,259,5.1,3.37,1.87,3.04,4.08,1.26,7.6,7.7,4.2,78,9.4,Yes
Mumbai,Bandra East,North,13.5166,74.2498,8545,80633,5646,8.7,3.9,206,3.2,2.68,2.36,5.31,2.65,0.86,7.2,8.4,3.4,271,6.9,Yes
Mumbai,Navi Mumbai,South,19.1837,75.631,9065,55359,3185,7.1,3.0,160,4.7,2.57,3.3,5.38,2.61,1.26,6.9,4.7,1.43,73,6.5,Yes
Mumbai,Navi Mumbai,East,26.2187,77.3403,5110,85283,6030,9.3,4.5,252,5.2,2.93,3.45,5.17,4.29,1.23,8.7,7.4,4.49,85,7.0,Yes
Mumbai,Borivali,West,28.6523,73.4785,13984,71863,2445,8.1,2.6,197,5.6,2.11,1.17,5.91,5.45,1.02,8.7,7.4,0.85,109,7.4,Yes
Mumbai,Bandra East,Central,14.3452,72.823,12444,55695,3446,7.3,3.8,250,5.9,2.36,4.5,1.47,3.71,0.2,7.4,7.5,0.52,225,8.0,Yes
Mumbai,Borivali,Central,21.734,73.1016,5338,59783,4588,7.3,1.6,182,5.6,1.48,2.47,4.74,4.22,0.26,6.9,7.7,5.11,174,7.5,Yes
Mumbai,Borivali,West,18.1304,74.5268,8105,27981,2794,9.3,4.9,212,6.3,5.51,2.46,5.09,3.56,1.22,8.2,8.9,5.28,282,8.7,No
Mumbai,Bandra East,North,16.5302,78.1357,7492,86290,2306,7.4,5.0,138,4.6,5.82,1.3,3.43,4.97,1.44,7.9,8.4,0.6,193,8.2,Yes
Mumbai,Borivali,West,13.9317,75.1456,14556,85988,5009,9.1,2.6,171,3.2,3.28,1.98,3.08,3.68,0.36,8.4,8.3,2.45,257,7.1,Yes
Mumbai,Powai,East,19.1071,77.481,8161,74365,2276,8.9,4.1,124,3.7,4.75,1.07,3.91,3.95,0.2,8.9,7.0,1.62,233,8.4,No
Mumbai,Borivali,North,22.0743,76.9087,13502,61506,1949,7.4,1.7,211,5.5,5.15,2.06,4.79,2.4,1.45,9.0,7.6,0.73,168,8.5,Yes
Mumbai,Borivali,East,22.0478,79.3608,14397,43485,1703,8.6,4.1,165,5.4,5.49,3.77,1.15,4.97,0.29,6.8,7.5,4.41,197,8.4,Yes
Mumbai,Navi Mumbai,West,26.5605,79.6605,11239,30462,5434,9.1,2.2,198,3.0,2.81,3.8,4.25,0.9,0.76,9.1,5.4,5.66,177,6.8,No
Mumbai,Borivali,South,12.8766,73.0491,7665,81457,3706,9.3,4.9,187,4.3,5.76,0.95,2.33,4.5,1.24,6.3,5.7,2.55,275,6.9,No
Mumbai,Borivali,Central,17.1299,77.5498,10658,28899,3135,8.0,3.8,134,4.1,2.41,1.3,2.62,2.81,0.88,9.2,8.5,2.94,258,8.6,Yes
Mumbai,Borivali,West,17.2648,80.2017,15000,60239,1779,6.5,3.2,157,6.9,5.95,1.29,6.29,4.79,1.48,9.0,5.9,4.96,151,7.2,Yes
Mumbai,Andheri West,West,15.8337,76.6716,7126,34472,3852,8.2,4.6,194,3.9,1.46,0.95,6.55,0.86,1.34,8.6,4.8,1.98,95,8.4,Yes
Mumbai,Borivali,West,22.8154,75.3297,5835,40268,6430,7.9,4.8,187,5.0,1.7,1.41,5.58,4.66,0.98,8.5,7.7,1.17,154,8.2,Yes
Mumbai,Navi Mumbai,North,25.5105,78.5844,13368,65383,2285,9.3,2.5,184,5.7,1.83,2.39,3.38,3.31,0.36,6.4,7.9,3.71,210,9.4,Yes
Mumbai,Andheri West,West,26.9478,77.3878,8025,85711,4154,7.8,3.6,153,3.8,2.48,2.45,6.78,2.39,0.56,7.9,6.3,0.79,129,8.0,No
Mumbai,Andheri West,East,23.4053,72.7892,7093,87354,2686,9.1,4.4,128,5.2,1.08,1.06,1.53,4.46,0.24,8.8,6.7,2.47,103,6.7,Yes
Mumbai,Navi Mumbai,West,19.7463,74.61,14905,87104,6218,9.2,3.6,233,5.4,5.7,3.07,3.07,1.94,0.25,9.1,4.9,5.38,263,9.0,Yes
Mumbai,Andheri West,West,23.4679,80.0054,6789,49311,2512,9.1,1.9,226,3.0,3.08,3.15,2.56,2.76,0.73,7.1,8.0,0.8,187,6.6,Yes
Mumbai,Navi Mumbai,Central,25.7539,80.0332,12148,23828,5981,8.0,4.4,250,6.5,1.1,1.28,4.43,0.38,1.02,6.9,8.2,1.82,275,9.3,Yes
Mumbai,Andheri West,West,19.5674,77.8702,7275,40187,5925,7.1,2.3,259,4.0,2.25,1.27,2.78,1.37,0.85,7.3,5.1,3.77,156,7.9,No
Mumbai,Borivali,South,17.0423,73.377,10079,42900,1887,9.2,5.3,199,4.6,3.0,3.64,3.64,1.12,1.06,7.2,8.9,3.67,79,7.7,Yes
Mumbai,Navi Mumbai,North,15.6119,76.0592,8168,33439,5845,7.8,5.4,140,7.1,0.6,3.24,3.15,3.0,0.22,9.3,5.2,4.99,285,7.7,No
Mumbai,Andheri West,East,23.7592,77.0144,13410,19978,6151,7.6,4.4,179,6.1,4.1,2.76,4.57,3.19,0.62,8.6,7.5,5.87,279,7.8,Yes
Mumbai,Bandra East,North,26.7825,78.4873,8845,18416,5097,9.5,4.3,139,6.9,5.47,3.65,2.61,3.47,1.19,7.8,6.5,4.69,114,9.2,Yes
Mumbai,Borivali,South,16.8628,78.8565,15873,45496,4363,7.2,2.0,126,3.8,0.73,1.65,6.45,2.31,0.26,8.7,7.9,2.02,236,8.4,Yes
Mumbai,Navi Mumbai,North,14.6009,79.4988,7117,77499,4418,9.1,3.6,152,7.2,0.53,0.63,4.97,0.33,0.39,9.5,5.8,0.94,161,6.1,Yes
Mumbai,Powai,Central,19.3562,77.8041,11325,79184,2608,7.3,2.0,177,3.8,1.47,4.31,6.03,3.88,1.06,8.8,4.6,1.73,79,6.6,Yes
Mumbai,Bandra East,West,17.3153,75.5218,8656,28664,2895,9.3,1.3,125,7.4,1.83,2.68,5.07,5.4,1.19,8.6,6.0,5.75,155,8.9,Yes
Mumbai,Borivali,South,15.5885,77.1164,12559,78899,2298,7.0,4.7,258,6.6,2.42,3.69,1.29,0.26,0.73,9.3,8.5,4.31,144,6.8,Yes
Mumbai,Navi Mumbai,West,18.5661,78.9736,11067,49721,4658,8.4,4.9,259,3.9,5.38,1.46,3.25,3.76,1.44,7.0,8.5,2.05,288,8.5,Yes
Mumbai,Navi Mumbai,West,14.1193,78.5877,5780,19420,3906,7.0,4.7,203,4.1,1.53,1.58,2.97,0.54,0.59,9.4,8.5,4.19,169,9.4,No
Mumbai,Andheri West,West,15.4648,72.9053,4966,86667,5607,7.5,3.8,247,6.0,2.14,3.12,2.15,0.4,0.63,6.3,8.0,4.07,231,8.5,Yes
Mumbai,Andheri West,West,26.0185,76.0403,10547,25787,1964,7.6,4.9,162,7.1,1.97,1.04,5.77,2.62,0.55,8.4,5.2,5.07,60,6.5,Yes
Mumbai,Powai,West,18.8889,76.9485,8460,21855,3214,7.3,3.9,251,7.1,2.44,2.05,2.77,4.27,1.44,8.0,8.0,4.47,151,8.4,Yes
Mumbai,Andheri West,East,24.0252,78.3852,14091,86440,3413,7.2,2.4,146,4.4,0.58,3.41,2.33,2.01,0.98,8.4,8.6,4.53,104,7.6,No
Mumbai,Powai,South,21.9753,73.2965,14833,34172,1721,6.8,3.5,237,7.2,0.69,2.46,6.99,4.66,0.19,7.0,7.0,2.07,94,8.7,Yes
Mumbai,Navi Mumbai,South,22.4849,75.7578,14924,82405,4238,9.3,1.6,188,6.2,5.02,4.18,1.46,0.54,0.47,6.3,4.9,4.38,171,6.7,Yes
Mumbai,Borivali,South,19.416,77.9725,12730,73564,2385,7.8,4.0,154,5.6,3.2,2.43,1.49,2.71,0.81,8.3,6.1,5.14,272,8.3,Yes
Mumbai,Powai,South,24.4211,76.0599,8995,71502,2563,7.3,3.7,203,3.6,3.5,0.52,3.56,2.81,0.45,7.4,7.5,4.26,267,7.6,Yes
Mumbai,Powai,Central,22.5574,75.989,11338,32173,5329,7.1,5.3,163,6.6,3.05,1.3,2.1,0.51,0.66,7.5,5.1,4.53,250,8.9,No
Mumbai,Andheri West,East,26.2327,73.8118,11918,87773,2304,8.4,5.3,151,7.0,1.59,3.22,2.14,2.44,0.94,9.5,5.4,4.5,88,9.4,Yes
Mumbai,Borivali,South,16.9683,78.0495,6610,74167,3832,6.7,1.7,227,7.3,5.06,2.58,3.98,2.2,0.93,9.4,8.7,1.73,218,7.8,Yes
Mumbai,Andheri West,Central,19.1481,79.3515,15976,65906,3025,7.6,1.7,124,3.9,1.63,3.41,1.54,5.02,1.32,6.1,8.6,4.29,269,8.5,Yes
Mumbai,Bandra East,North,23.2384,73.2403,9813,23650,3842,8.6,4.1,227,5.9,2.47,2.22,2.48,3.17,1.13,8.8,7.2,5.42,93,8.6,Yes
Mumbai,Andheri West,South,21.6908,72.9475,11501,65539,1546,9.3,1.6,159,7.0,3.58,2.17,6.1,1.78,1.24,9.4,5.4,4.79,60,8.5,Yes
Mumbai,Andheri West,West,18.2489,79.1223,10830,49290,4303,7.2,5.3,133,7.1,2.23,4.34,5.58,1.5,0.5,8.0,6.7,2.44,250,9.3,Yes
Mumbai,Bandra East,East,25.4467,75.5783,7939,84666,5154,8.3,4.3,155,3.7,3.63,3.1,5.1,2.62,0.85,6.6,6.1,1.78,192,7.0,Yes
Mumbai,Powai,South,14.838,79.9555,5338,18335,6093,7.4,4.8,124,3.5,4.34,3.9,3.87,1.94,0.92,6.7,6.2,1.39,218,6.9,Yes
Mumbai,Bandra East,South,26.7548,76.4506,10421,80168,2862,9.0,1.8,191,5.5,1.29,0.42,3.89,1.91,1.14,6.6,5.9,2.18,263,7.7,Yes
Mumbai,Borivali,North,19.5758,75.0607,6509,41005,5165,8.4,1.8,124,4.1,2.22,0.49,2.66,0.99,1.37,7.4,5.7,3.53,224,8.8,Yes
Mumbai,Andheri West,Central,17.6747,78.1564,10120,61385,3252,6.7,4.1,162,5.2,2.77,1.42,2.6,2.74,0.81,7.1,6.0,3.07,184,9.1,Yes
Mumbai,Andheri West,Central,27.8938,75.5099,12125,85173,1689,8.3,1.1,161,7.1,5.2,3.5,3.11,2.57,1.03,6.8,7.3,4.94,130,9.2,Yes
Mumbai,Powai,Central,23.5459,75.3469,14848,42406,6490,8.1,4.2,258,5.5,3.26,2.49,1.9,1.32,0.13,8.7,8.6,4.82,143,8.5,No
Mumbai,Navi Mumbai,West,20.7139,76.4813,14567,40600,2449,6.7,4.3,241,6.6,2.16,3.71,4.91,0.21,0.68,6.0,8.8,2.51,174,8.1,Yes
Mumbai,Navi Mumbai,North,20.3938,72.7485,6197,82074,5883,9.2,1.5,145,4.1,4.54,3.23,6.58,0.7,1.19,6.3,5.1,4.23,282,7.3,Yes
Mumbai,Navi Mumbai,West,15.1421,74.4877,14935,39399,4369,6.9,4.1,172,5.4,2.65,3.92,2.29,3.15,1.22,7.1,8.3,4.25,236,6.3,No
Mumbai,Navi Mumbai,Central,18.2928,76.7249,15787,24984,4642,7.1,4.7,241,7.0,5.49,0.83,6.26,0.54,0.42,7.9,8.4,3.13,85,7.2,Yes
Mumbai,Navi Mumbai,North,26.2575,77.3165,5252,39157,2626,7.2,1.9,146,6.4,5.06,3.27,4.75,3.65,0.73,7.6,6.7,1.93,87,7.1,Yes
Mumbai,Andheri West,South,24.9361,74.9256,7971,31662,2985,8.7,3.0,151,5.4,4.66,1.09,6.7,2.77,0.57,6.8,7.1,4.91,288,6.4,Yes
